"Agriculture, forestry, and fishing, value added (% of GDP)",CO2 emissions (kg per PPP $ of GDP),Current health expenditure (% of GDP),Lifetime risk of maternal death (%),Population growth (annual %),"Unemployment, total (% of total labor force)",Level of water stress,Internet Penetration Ratio,Urbanization Ratio,Freshwater Withdrawals to Water Productivity Ratio,Cropland Ratio,Water Use (mm/day/yr) - Cropland,Vapor pressure deficit VPD,Normalized difference vegetation index NDVI,Air Temp (Kelvin),Country
22.69043084,0.253476634,8.17697811,0.062818585,2.184426969,7.485,69.94326428,0.135791572,0.379424504,15.50281643,0.04100895,1.71,0.99,0.31,285.19,Tajikistan
8.300257256,0.250046929,6.28984737,0.10530632,1.277592633,17.63,84.26986263,0.576172033,2.050454518,6.114859564,0.22928845,0.96,1.02,0.32,291.22,Tunisia
1.437114867,0.109575259,11.48530769,0.013293222,0.263868789,10.05,23.14278211,0.650510647,3.979335757,0.141704757,0.034546949,1.7,0.41,0.58,285.16,France
3.619498686,0.845929268,5.11891699,0.020849347,-0.59782051,10.25,17.11688312,1.655093758,2.211510052,1.087461777,0.0192108,2.01,0.23,0.42,278.82,Estonia
2.815817643,0.404742973,4.05837107,0.271918415,2.417560687,14.065,47.14044944,0.362569239,2.386730789,16.73660302,0.027027027,1.21,2.16,0.27,295.63,Iraq
0.689655172,0.234863166,1.96159494,0.098871075,1.580753447,6.23,3.466465712,0.621689355,2.830243603,0.00757347,0.438596491,3.86,0.43,0.63,299.19,Brunei Darussalam
11.86933372,0.269582045,4.58004332,0.569220251,1.245878478,10.83,66.01545625,0.172496911,1.204779963,9.361267906,0.027662195,1.55,0.83,0.36,290.01,Morocco
8.057287535,0.526980726,4.97955608,0.040386662,0.573050906,4.56,44.11416719,0.36128958,1.311390533,1.09739241,0.030661075,2.35,0.56,0.43,285.08,China
4.288330156,0.661138671,3.03725958,0.039615531,1.408676887,5.29,29.66712899,9.952860077,1.324122063,4.310161153,0.000586142,1.28,0.66,0.22,278.24,Kazakhstan
0.628716003,0.267854659,3.63020706,0.018913798,0.956397624,1.902,1713.393939,0.72660068,5.837606838,12.6998395,0.100653595,0.16,2.39,0.16,300.9,United Arab Emirates
1.054101767,0.256534752,8.08909321,0.008362479,0.048425395,4,37.69471264,0.214607654,8.176837662,0.363743959,0.069144339,2.52,0.33,0.49,284.18,Japan
3.088461554,0.250300169,5.51883602,0.121412442,1.427639765,5.17,29.81379507,0.633101664,3.568504728,1.470842725,0.026460196,2.21,1.07,0.47,294.88,Mexico
8.850251441,0.674756991,5.73709631,0.011175806,-0.682169472,9.796,5.709294661,0.929240819,2.55707324,0.257481271,0.013285698,2.21,0.29,0.43,279.86,Belarus
5.012512803,0.26889681,9.12382889,0.019875006,0.848701402,4.17,4.119396903,4.452373187,6.288629738,0.051450637,0.006066467,1.84,0.35,0.66,284.32,New Zealand
1.670703396,0.284250571,9.26942921,0.008675623,0.382799394,4.01,9.966841669,0.402072313,1.495881795,0.075064047,0.024347588,1.89,0.37,0.49,282.47,Austria
13.32238364,0.267703223,4.86315727,0.876672447,1.739170274,2.503,1.143481034,0.521877682,1.755655984,0.070145355,0.005380015,3.32,0.73,0.63,296.35,Bolivia
6.606412266,0.125528106,7.53117037,0.145275708,1.068611891,8.69,4.189123876,1.354354776,4.027146592,0.12184372,0.044048923,3.25,0.7,0.63,298.14,Colombia
3.283934045,0.212599456,5.51350451,0.033831263,-0.816175507,6.05,1.217442546,1.673376246,2.115264798,0.008685163,0.005437738,2.45,0.28,0.45,280.53,Latvia
20.62974539,0.174550372,3.67363763,2.591185048,2.645957102,10.152,13.24621733,4.596885121,1.04452986,73.685882,0.000277351,1.01,3,0.26,302.83,Mauritania
27.7536355,0.206284425,2.47028542,3.276024054,2.949828144,1.836,0.975243811,0.145204943,0.859738521,0.013942119,0.151898734,3.18,1.53,0.46,300.99,Benin
30.38474275,0.261554217,4.28126192,0.511419778,-0.243714507,10.943,3.460730594,3.590819026,0.376329879,0.28745305,0.024308362,3.35,0.53,0.58,298.86,Guyana
3.441068646,0.291067293,8.92415524,0.006009381,-0.540752951,24.44,20.09913008,0.642690365,3.348582362,0.850149736,0.155979679,1.83,0.8,0.47,288.4,Greece
1.134567236,0.20271543,2.54995036,0.121414727,2.022378961,5.694,3.466465712,0.199785892,2.52758572,0.008539887,0.454545454,3.94,0.5,0.65,299.37,Brunei Darussalam
2.303493354,0.274303495,9.65306759,0.012440392,0.185532267,7.58,19.08345336,0.304716247,1.3541598,1.17569337,0.195986286,1.36,0.81,0.43,288.66,Portugal
0.761483946,0.578769229,4.30805206,0.097273908,0.561680029,8.33,20.48367594,0.101849366,1.229902999,0.162095146,0.4,3.6,0.61,0.64,299.08,Trinidad and Tobago
12.15017021,0.281626773,8.60362625,0.303947859,2.212898931,3.16,4.621268764,0.132581284,1.022899219,0.163438606,0.128768844,3.35,0.61,0.65,295.68,Honduras
3.604870271,1,11.31298637,0.054905264,0.073424709,3.18,21.78622627,0.151491254,3.289820257,1.348422214,0.065545117,2.77,0.86,0.63,298.59,Cuba
3.383800383,0.175436601,5.38345814,0.114857393,0.951668644,3.27,44.46268418,0.888153663,4.039306591,1.537540399,0.028047163,2.41,0.95,0.51,294.82,Mexico
3.475410668,0.214069398,5.7643218,0.017088,-1.187947957,4.25,16.32299928,0.967950301,2.009962977,0.856114046,0.011090916,2.32,0.29,0.47,280.97,Lithuania
10.01115567,0.271925117,4.6968894,0.819500476,1.750232887,2.643,1.168967009,1.171213402,1.863852454,0.064065346,0.005857181,3.23,0.74,0.61,296.39,Bolivia
22.03125506,0.284953988,2.44874048,1.352145302,3.21560315,2.402,0.132242833,0.119590058,0.150867178,0.001565538,0.582524272,3.76,0.36,0.67,295.79,Papua New Guinea
3.241494141,0.274052142,6.12978458,0.124104098,1.236743692,5.36,28.7484808,0.461088759,3.448398577,1.490262919,0.025583841,2.34,1.01,0.49,294.9,Mexico
5.162283547,0.286964605,3.23055625,0.546649105,3.170933202,8.252,66.59815409,0.034729069,2.236560184,53.00242488,0.02676399,1.26,2.45,0.25,296.36,Iraq
0.048865424,0.131848677,2.9347465,0.016342091,3.129389156,4.48,346.2891389,0.009303023,inf,3.701845947,0.133333333,2.53,0.55,0.49,299.69,Singapore
41.90260497,0.039594595,7.70102644,4.659933343,3.714662817,3.094,10.2503639,0.001258883,0.100582208,0.365417782,0.205627706,3.09,0.8,0.59,293.17,Burundi
9.842075578,0.214771045,4.97810316,0.417683436,1.126533784,8.72,3.950609365,9.059773662,1.977253781,0.085169346,0.062189055,4.31,0.62,0.71,299.33,Suriname
27.84926011,0.12709162,2.6706605,3.004080914,3.028826855,3.07,14.94873909,0.011092424,0.253745565,0.41782981,0.015313536,3.18,0.85,0.52,294.21,Kenya
22.38418561,0.146909325,3.67226458,2.374358742,2.61147448,2.985,1.240754204,0.027129737,0.424866775,0.147223557,0.006521227,2.49,0.87,0.56,296.43,Mozambique
9.306085216,0.405609924,2.92417073,0.077552884,2.442606437,3.61,2.952496626,0.464431918,1.839295855,0.034393717,0.826981664,4.37,0.56,0.7,298.92,Malaysia
5.191280189,0.153094109,2.68553543,3.257365084,3.592013313,3.882,1.871883289,0.092749651,1.312887409,0.006421928,0.005766353,2.65,1.02,0.44,294.9,Angola
0.662533714,0.087278766,10.46214485,0.010088563,1.149879758,4.75,6.559877956,0.421766041,2.798526172,0.010975236,0.016133144,2.02,0.28,0.55,281.37,Switzerland
32.81360596,0.081783556,4.51952457,4.776854417,3.02107831,1.225,7.84348603,0.019581631,0.409940078,5.963364679,0.003437389,2.39,2.56,0.33,301.77,Mali
16.74427016,0.328545597,3.48537874,0.631928072,1.39119493,8.384,66.11110598,0.012440531,0.440652327,20.2477985,0.065530799,2.38,1.62,0.4,299.35,India
18.67692606,0.136630382,4.09359646,1.297384556,1.617399943,7.28,11.17511521,0.482683099,0.704942629,5.335457529,0.000263435,1.71,1.89,0.29,298.08,Eritrea
0.64803422,0.213501249,10.36337948,0.010072809,1.301002902,7.14,62.43243243,0.223871315,42.44048653,0.488312487,0.016246163,1.57,0.34,0.57,284.31,Belgium
23.69954846,0.134651255,4.72174025,0.607955089,1.149953723,10.66,8.311832662,0.123597642,0.239710404,1.706765725,0.051443824,3.01,0.75,0.53,294.65,Nepal
18.67692606,0.114060531,5.2196908,2.112088812,1.883303605,5.782,11.17511521,0.026425703,0.556929113,5.369444706,0.000263435,1.44,1.81,0.25,297.8,Eritrea
5.155826075,0.549082515,4.20788145,0.227108934,0.476920503,6.698,12.13025171,0.066035112,1.12756904,1.099241295,0.235546039,3.6,0.67,0.68,298.23,Jamaica
14.17214684,0.17052332,6.07023716,0.667096778,2.4024009,2.793,4.193120779,0.015690071,0.840535964,0.142379418,0.125203404,3.51,0.65,0.7,297.26,Guatemala
3.579635058,0.369214991,7.54867649,0.059683656,1.480785947,8.293,35.56132382,0.022341421,6.477753683,0.798767787,0.216385911,1.42,0.71,0.28,286.92,Lebanon
7.981384797,0.36171409,7.5789361,0.022922887,0.589286035,5.43,2.970776575,3.61265088,6.194244604,0.033042287,0.003567259,1.81,0.33,0.64,284.36,New Zealand
6.720117635,0.168865525,9.3223238,0.889450483,1.765026533,23.35,0.861552567,10.99680263,0.921635696,0.113771896,0.000257666,1.17,1.99,0.32,297.38,Namibia
16.84537706,0.310319157,3.32935286,0.440386787,1.33219205,8.095,66.49209283,0.025894657,0.462715385,17.00942914,0.071252825,2.45,1.55,0.41,298.64,India
1.102486219,0.246549181,2.38708901,0.092647219,1.140935878,7.693,3.466465712,0.890344227,3.285040922,0.007701022,0.447761194,4.15,0.48,0.67,299.54,Brunei Darussalam
33.63332906,0.068230663,3.23382378,1.383285063,2.656010133,3.219,32.25718654,0.159734919,0.269438274,1.017388295,0.052317977,2.52,0.89,0.48,291.87,Ethiopia
4.517697024,0.322495363,8.27334881,0.017355336,1.12877351,3.81,3.794155315,3.994982732,6.321180174,0.045683764,0.005379098,1.85,0.33,0.68,284.7,New Zealand
35.24767001,0.100034704,3.80386233,2.107773603,1.601837449,10.566,8.357622965,0.00137867,0.162074535,3.268413131,0.027706034,2.99,0.76,0.49,294.07,Nepal
11.48192415,0.217442399,6.60399437,0.526694779,1.487474197,3.52,1.177001127,4.133330792,2.270645953,0.038444816,0.006547035,2.95,0.7,0.61,296.27,Bolivia
35.62009799,0.120224878,5.18044472,0.95579932,1.872447912,8.063,0.833333333,0.03854703,0.411711559,0.007625365,0.381679389,3.37,0.56,0.64,297.05,Comoros
13.38078013,0.215903938,3.95294404,3.127250492,2.414981698,5.65,11.80728336,0.019032869,0.683700099,1.752646048,0.005714286,1.34,2.01,0.3,300.6,Senegal
6.12846695,0.163827248,9.98438072,0.093145946,0.970053991,11.46,10.45666408,5.157405483,11.6758778,0.94531007,0.009854057,1.92,0.92,0.49,290.97,Argentina
18.70601412,0.090893692,4.31650324,1.088318605,1.361131318,13.755,13.38379177,0.081269429,1.236035955,1.025867869,0.152173913,3.09,0.83,0.61,298.41,Haiti
3.034168376,0.220225325,7.44544077,0.020837843,-0.226013876,11.17,9.274611399,0.588443647,2.216571778,4.250317978,0.035186225,2.04,0.38,0.47,283.7,Hungary
9.819261605,0.288804079,3.65976548,1.542176047,1.989252748,7.37,35.40538538,0.669875377,0.475143827,5.625992109,0.00617284,1.55,1.23,0.4,294.95,Zimbabwe
3.478284632,0.226564286,6.77489376,0.040505947,1.009033756,8.41,8.982121089,1.967691204,6.73634535,0.70604957,0.029028775,2.12,0.38,0.59,283.6,Chile
4.380843929,0.240690923,7.84809589,0.129981778,2.365102658,18.26,102.2261602,0.553396817,10.08524554,3.039029862,0.07711881,0.98,1.14,0.24,292.59,Jordan
5.951209743,0.221864247,4.70199966,0.026191583,-0.491866213,7.18,6.171706769,0.457083418,1.172024327,0.632759664,0.031755114,1.78,0.51,0.44,283.74,Romania
1.082316506,0.256629751,8.9587822,0.008183387,-0.012494631,5.07,37.34344828,0.222035659,8.989012087,0.37854796,0.068344543,2.35,0.33,0.48,284.15,Japan
3.783108446,1,11.0184288,0.053531583,-0.072015237,1.7,23.93944607,0.574323105,3.354831686,1.393042922,0.103650794,3.12,0.83,0.67,298.8,Cuba
8.485954891,0.248815965,4.48738098,0.364015438,1.040240812,6.6,3.950609365,10.34565305,1.953337271,0.072380553,0.072115384,4.12,0.55,0.7,299.09,Suriname
1.45348465,0.300710689,6.58324289,0.072466996,0.351175204,8.73,87.5,0.087931959,0.484692817,1.232247424,0.0625,1.91,0.78,0.59,299.51,Barbados
3.874776455,0.337324267,3.5033966,0.160870673,1.517588879,19.291,817.1428571,2.520192809,3.954664817,73.50955443,0.021498371,0.45,1.17,0.23,292.72,Libya
46.34835901,0.097961392,8.32881451,3.103928462,2.51887832,3.151,1.495726496,0.211526302,0.740129118,0.171837681,0.313192939,3.72,1.36,0.63,300.59,Guinea-Bissau
41.05196658,0.158648018,9.49941349,2.819788515,2.031168603,3.842,0.264311594,0.52921794,1.087203356,0.003416213,0.10235205,4.1,0.55,0.61,298.51,Liberia
2.266088718,0.535182816,8.06289959,0.33248346,1.22553004,24.22,62.88824848,1.320148201,1.972209838,2.402153194,0.004286856,1.7,1.01,0.41,290.98,South Africa
2.206562297,0.32077729,3.17294717,0.068372365,1.15573172,4.255,84.71428571,0.923528722,2.509880313,2.135619238,0.030589949,0.81,1.69,0.21,299.59,Oman
24.5807749,0.055754841,3.8560791,8.490810077,3.487629403,1,4.294921875,0.207317874,0.28438953,0.546963917,0.000704438,2.01,2.33,0.36,301.28,Chad
5.743861639,0.331185188,3.32484865,1.096074047,2.651379537,17.204,0.461444043,0.372482829,4.093724531,0.001009173,0.081844171,3.96,0.47,0.53,297.61,Gabon
0.894029405,0.114189114,7.31753302,0.013545917,0.944845307,9.91,5.792428617,1.223311102,1.66937163,0.0101337,0.000225734,1.49,0.25,0.64,282.65,Ireland
11.84327817,0.286356402,4.39506149,0.616680617,1.276705585,11.59,71.10353766,0.036147345,1.173440556,12.05715932,0.02909223,1.43,0.79,0.32,290.33,Morocco
0.031582193,0.089612715,4.39097595,0.007384792,1.297436099,4.08,84.96666667,0.010678373,inf,0.135747878,0.151515152,3.4,0.55,0.47,300.27,Singapore
3.996503912,0.233179726,8.11311531,0.01566951,-0.105027517,9.2,1.533570476,0.657500607,1.221580432,0.024377267,0.067713142,2.23,0.52,0.51,285.65,Croatia
3.90187439,0.371100322,8.11923504,0.018876603,-0.286433268,5.79,9.853770869,0.191368838,1.897626844,5.2222668,0.035123615,1.52,0.61,0.4,284.12,Hungary
14.76994037,0.21024263,8.07734203,0.078514364,-0.635292218,13.81,5.905537459,0.089043536,1.155404677,0.621996403,0.043650794,2.21,0.4,0.49,283.61,Georgia
5.139769508,0.20298436,2.96481562,0.070844713,1.328763827,5.19,52.88143078,0.481945751,1.168397771,36.59295477,0.048423967,1.68,0.67,0.42,286.74,Azerbaijan
13.41406247,0.604691399,4.08932018,0.159805028,1.87336676,4.23,3.451297112,9.68782856,2.134501458,0.060355098,4.38E-05,1.57,0.39,0.26,272.71,Mongolia
36.5454059,0.115940571,2.82690215,1.925438584,2.714432821,7.541,4.635462075,0.01272736,0.850172991,0.162701137,0.151913696,3.76,0.89,0.58,299.51,Ghana
23.93493466,0.161091688,6.33231783,1.334010025,3.068933869,3.384,1.705967386,0.181202567,0.512355948,0.137310679,0.007408949,2.23,0.93,0.53,296.54,Mozambique
1.963771852,0.201903349,9.58307838,0.012739496,0.14419128,7.55,18.24249325,0.382317052,1.460569376,1.028044247,0.194049159,1.61,0.64,0.48,288.24,Portugal
10.15460815,0.514578539,7.18960428,0.016837333,-0.479262,9.27,14.12153408,0.591622781,2.222480021,2.13682581,0.02151237,1.58,0.52,0.42,282.93,Ukraine
0.6905096,0.520612391,5.02500725,0.063518766,0.72111896,2.68,20.32648126,0.213285774,1.151925974,0.112406319,0.407407407,3.62,0.67,0.63,299.27,Trinidad and Tobago
20.53748631,0.263081332,6.0557785,0.018457394,-0.417931378,16.31,8.944951923,0.021909469,0.839960257,1.078659211,0.107843137,2.29,0.5,0.52,286.09,Albania
5.695258144,0.235377119,4.0731144,0.046381912,0.846646726,4.85,55.59726209,0.668700128,1.274329641,36.43185973,0.054459485,1.65,0.75,0.44,287.37,Azerbaijan
20.07019672,0.132162299,3.40312648,3.506649247,2.208034581,9.854,13.24621733,0.229233706,0.727443901,108.9936513,0.000277351,1.27,2.94,0.26,303.01,Mauritania
2.314811083,0.130039071,6.35010576,0.848679674,1.920855669,18.416,2.032834885,4.168233793,1.838328792,0.13003232,7.73E-05,1.31,1.5,0.36,295.07,Botswana
19.53579387,0.259910785,4.90492535,0.320603945,2.875002859,14.02,3.298401827,6.13205302,0.362509197,0.179922923,0.03996004,3.42,0.54,0.59,298.84,Guyana
6.283001334,0.745303651,6.01705122,0.02894752,-0.59687108,6.35,19.41953874,0.081588134,2.139421719,3.467403644,0.021785489,1.69,0.57,0.42,283.59,Ukraine
0.566876991,0.564099339,4.15431976,0.09619271,0.571306517,6.27,18.9560661,0.111785247,1.211361978,0.115454865,0.407407407,3.38,0.66,0.63,299.25,Trinidad and Tobago
16.73417685,0.113109075,3.77274442,3.288314981,2.733159813,4.4,1.560430108,0.038381599,0.943294662,0.020093778,0.135677847,3.35,1.67,0.43,299.96,Cameroon
26.92202731,0.808012747,5.29938841,0.103659335,2.822849683,5.36,143.0519708,0.242650576,1.038985401,250.1430784,0.014024533,1.77,1.18,0.31,288.46,Uzbekistan
1.335590449,0.19063841,8.82115746,0.009605693,0.59093094,4.26,2.136328083,6.179521455,3.424582983,0.006240933,0.004807692,2,0.24,0.5,279.79,Norway
2.764333324,0.423540725,7.25090456,0.012654269,0.227687342,10.29,8.402689793,2.530732918,4.671506352,0.058317406,0.001665167,1.5,0.24,0.41,278.88,Finland
3.083316771,0.411849801,5.40558147,0.05566449,1.816165943,4.33,22.97156916,0.306855904,2.165558721,0.200572364,0.269230769,1.75,0.87,0.38,292.22,Cyprus
5.660291519,0.73609435,2.70314932,0.067051692,1.143851233,7.26,31.63661581,0.700895081,1.304625383,6.188261104,0.000541063,1.61,0.55,0.24,279.16,Kazakhstan
6.137671554,0.591190602,9.49001503,0.009624723,-1.854258767,28.01,2.906374502,0.627944358,0.858701511,0.035528841,0.048701299,2.46,0.55,0.52,284.43,Bosnia and Herzegovina
4.168328222,0.151484971,7.73637581,0.097977856,0.900343361,7.25,3.303096927,2.029582619,5.632619221,0.047766824,0.040891511,2.68,1.02,0.57,297.36,Brazil
9.636185514,0.698108278,4.34958458,0.058875324,0.497381401,4.72,42.59359343,0.204598534,0.918649271,1.77089679,0.026880836,2.32,0.61,0.41,284.99,China
26.86012562,1,4.081440713,0.090030671,-6.852117676,8.744,124.3601389,0.256980225,1.06185567,159.0885603,0.076934128,0.97,1.3,0.25,291.99,Syrian Arab Republic
0.123319456,0.268125795,2.38356304,0.031879308,10.87955005,0.31,402.7586207,0.382848509,59.09615385,0.996445834,0.037091988,0.88,2.06,0.15,300.26,Qatar
6.146884987,0.739159697,3.49913716,0.063056757,1.982408057,6.55,29.87517337,3.053196015,1.312406059,5.278719961,0.00055697,1.41,0.54,0.24,278.17,Kazakhstan
7.70495341,0.61236389,9.5306015,0.012742246,-1.24500087,28.98,2.586985392,0.356673709,0.805086734,0.029076724,0.044206608,2.54,0.47,0.56,284.55,Bosnia and Herzegovina
10.44240412,0.268804132,4.60677242,0.787534514,1.729761436,2.6,1.177001127,1.370489605,1.90149427,0.061186917,0.005842337,3.08,0.73,0.61,296.23,Bolivia
0.99558772,0.090656344,2.72740245,0.746173693,1.675509258,26.197,6.333333333,0.697714464,3.4499822,0.046333879,0.013619271,1.4,1.71,0.22,300.25,Djibouti
8.450801041,0.185788983,9.07341194,0.085051121,-0.729475257,20.2,5.746864821,0.406040148,1.248959856,0.456061077,0.050813008,2.19,0.54,0.52,285.53,Georgia
3.850097756,1,9.29940987,0.057064823,0.093595194,3.46,22.86386834,0.19992049,3.306817692,1.441654704,0.065567628,3.09,0.84,0.64,298.44,Cuba
14.09769235,0.203047007,4.26688004,1.988484655,2.726972355,9.41,12.71350119,0.157145575,0.805151904,1.443001684,0.007250418,1.26,1.88,0.34,300.44,Senegal
20.67787132,0.153351206,2.84736937,0.735488332,1.607981347,4.83,108.6497761,0.058934226,0.584961882,175.8031362,0.021831897,2.42,1.64,0.41,297.5,Pakistan
25.35736968,0.05375496,7.80694866,1.859292539,2.640570296,11.92,11.63185281,0.018913179,0.203804021,0.23163308,0.138207831,2.92,0.72,0.57,292.49,Rwanda
26.51850843,0.088781,5.46615553,0.680991738,0.53827062,10.512,8.311832662,0.091281973,0.227852609,1.868042711,0.051443824,3.11,0.77,0.54,294.35,Nepal
3.66012922,0.316915653,3.5033966,0.166025168,1.548437626,19.446,817.1428571,2.481469769,4.025630717,68.1013738,0.021498371,0.47,1.26,0.24,293.99,Libya
19.46961478,0.10258882,4.76439571,1.896471487,2.20032212,2.774,26.54575433,0.201505056,0.345134648,0.714326438,0.019182048,2.47,0.96,0.5,295.03,Kenya
4.924117634,0.342595474,8.69295883,2.285072891,1.189533622,16.825,2.565905097,0.459588584,0.375837541,0.015003666,0.001697793,1.56,0.83,0.33,287.25,Lesotho
23.76611914,0.124682176,3.93067098,2.145447716,2.592131921,3.097,1.387334806,0.033627281,0.43603883,0.146050878,0.006410075,2.54,0.91,0.55,296.56,Mozambique
8.772858756,0.252394322,3.42558146,1.407729393,2.03111171,7.898,35.40538538,0.723317906,0.475840491,6.103065746,0.00617284,1.56,1.1,0.4,294.35,Zimbabwe
1.893864051,0.276779395,8.56503296,0.010520699,0.436079485,7.24,6.257606491,0.688394856,1.112289299,0.108648168,0.082903215,2.29,0.35,0.54,282.81,Slovenia
25.51787537,0.131712166,5.42378998,0.609735438,0.904474047,10.403,8.311832662,0.106504619,0.233684522,1.859986852,0.051443824,2.85,0.81,0.52,294.91,Nepal
0.711464002,0.260144327,4.14547014,0.015762032,0.789450108,2.24,1667.333333,0.764966067,6.419498442,10.45335954,0.103208906,0.18,2.58,0.16,301.71,United Arab Emirates
1.51936757,0.239302961,7.04248762,0.009130871,1.866052895,6.21,105.5128979,0.188624201,11.54862593,0.700027232,0.181625985,1.56,1,0.33,293.16,Israel
22.13704137,0.134398532,9.52887821,4.453923591,3.657576065,7.91,54.75701944,0.139551922,0.326031321,44.25963782,0.003666579,1.05,1.22,0.21,286.04,Afghanistan
46.89249801,0.113090318,5.94134808,3.961340206,2.679716679,3.16,1.495726496,0.049239535,0.69227645,0.202040488,0.327029085,3.77,1.36,0.62,300.13,Guinea-Bissau
1.858629632,0.193680619,8.31724644,0.009735055,0.372092943,5.55,3.83982684,3.598120841,5.327512022,0.010701354,0.000926903,2.05,0.26,0.47,280.28,Sweden
30.46300587,0.057569629,4.52395248,7.412362123,3.184100813,1.072,4.294921875,0.311677129,0.290572369,0.471031017,0.000736509,1.65,2.58,0.33,301.9,Chad
24.14338662,0.089334997,5.23958349,2.205877252,2.939267558,3.626,7.820267686,0.040742465,0.32684066,0.588970915,0.011776332,2.22,2.19,0.37,301.76,Burkina Faso
29.40809676,0.093473612,3.87511325,1.498368682,2.572327222,4.975,5.226678291,0.039940489,0.974372643,0.152634512,0.17329167,3.78,0.99,0.56,299.41,Ghana
5.951057699,0.489977167,9.49011135,0.011565312,-1.293477828,27.52,2.738379814,0.715692868,0.881113619,0.030464608,0.049142327,2.35,0.32,0.62,284.73,Bosnia and Herzegovina
2.960749574,0.303323801,8.62751579,0.013160425,0.705230637,3.83,20.95901266,0.159704467,1.224397188,1.452375558,0.202962256,1.86,0.65,0.5,288.56,Portugal
1.383431337,0.116335221,9.34493446,0.004497575,1.127736677,3.48,2.113155894,6.844133261,4.179200331,0.005304364,0.002989582,2.06,0.26,0.52,281.05,Norway
25.67387761,0.058083789,4.91223288,1.934550842,2.803458165,4.932,17.50483809,0.003055422,0.17846705,2.067986809,0.025543992,1.74,0.82,0.49,294.45,Malawi
